fire_year,stat_cause_descr,fire_size,fire_size_class,latitude,longitude,state,county,discovery_date,cont_date
2005,Lightning,0.1,A,34.52305556,-111.0275,AZ,5,2453567.5,2453568.5
2005,Lightning,1.0,B,34.53833333,-111.02083333,AZ,5,2453567.5,2453569.5
2005,Lightning,0.1,A,35.6875,-105.74388889,NM,47,2453554.5,2453555.5
2005,Lightning,1.0,B,35.785,-105.41194444,NM,47,2453521.5,2453522.5
2005,Lightning,0.3,B,34.51694444,-111.00333333,AZ,5,2453567.5,2453568.5
2005,Lightning,0.1,A,35.61777778,-105.63138889,NM,47,2453542.5,2453543.5
2005,Lightning,0.3,B,34.14972222,-109.87583333,AZ,5,2453570.5,2453570.5
2005,Lightning,0.1,A,34.20138889,-109.88416667,AZ,17,2453570.5,2453570.5
2005,Lightning,0.1,A,34.45777778,-110.46583333,AZ,17,2453573.5,2453573.5
2005,"Debris Burning",0.1,A,42.84416667,-112.52277778,ID,5,2453571.5,2453571.5
2005,Lightning,0.1,A,43.21083333,-111.03444444,ID,19,2453542.5,2453543.5
2005,Campfire,1.5,B,34.06166667,-109.34777778,AZ,1,2453555.5,2453555.5
2005,Lightning,0.25,A,38.76583333,-119.88777778,CA,3,2453579.5,2453581.5
2005,Campfire,0.25,A,35.31111111,-111.41361111,AZ,5,2453475.5,2453475.5
2005,Lightning,0.25,A,39.3975,-105.24611111,CO,,2453545.5,2453546.5
2005,Lightning,3.0,B,32.75194444,-110.08722222,AZ,9,2453569.5,2453570.5
2005,Campfire,0.25,A,35.325,-111.525,AZ,5,2453482.5,2453482.5
2005,Lightning,18.0,C,32.77305556,-109.94222222,AZ,9,2453569.5,2453571.5
2005,Lightning,2.0,B,34.32833333,-110.08333333,AZ,17,2453572.5,2453574.5
2005,Miscellaneous,2.0,B,35.45638889,-111.59666667,AZ,5,2453487.5,2453487.5
2005,Smoking,0.1,A,35.37027778,-111.54333333,AZ,5,2453510.5,2453510.5
2005,Lightning,11.0,C,32.7925,-110.08111111,AZ,9,2453569.5,2453570.5
2005,Lightning,0.3,B,34.15166667,-109.8675,AZ,17,2453570.5,2453570.5
2005,Lightning,0.1,A,32.73972222,-110.04027778,AZ,9,2453569.5,2453569.5
2005,Arson,1.5,B,35.31972222,-111.52527778,AZ,5,2453512.5,2453512.5
2005,Lightning,0.1,A,33.31722222,-108.89527778,NM,3,2453517.5,2453518.5
2005,Lightning,3.0,B,32.80083333,-110.00833333,AZ,9,2453568.5,2453568.5
2005,Lightning,0.1,A,32.6525,-109.86916667,AZ,9,2453576.5,2453576.5
2005,Lightning,8.0,B,38.98916667,-119.84638889,NV,5,2453569.5,2453570.5
2005,Campfire,0.1,A,39.3525,-105.15555556,CO,,2453554.5,2453554.5
2005,Campfire,0.1,A,45.13472222,-122.17972222,OR,5,2453554.5,2453554.5
2005,"Equipment Use",0.8,B,33.33111111,-108.37805556,NM,3,2453521.5,2453521.5
2005,Lightning,0.3,B,33.68444444,-108.98166667,NM,3,2453522.5,2453523.5
2005,Lightning,2.0,B,33.69277778,-109.0,NM,3,2453522.5,2453524.5
2005,Arson,2.0,B,34.89055556,-92.89138889,AR,,2453434.5,2453434.5
2005,Campfire,0.5,B,33.55972222,-108.95916667,NM,3,2453523.5,2453523.5
2005,Arson,2.5,B,33.28694444,-108.86861111,NM,3,2453530.5,2453531.5
2005,Lightning,0.5,B,42.58694444,-121.18638889,OR,37,2453573.5,2453573.5
2005,Campfire,0.3,B,33.11861111,-109.0,NM,17,2453546.5,2453546.5
2005,Lightning,0.1,A,33.36305556,-108.66388889,NM,3,2453563.5,2453564.5
2005,Miscellaneous,0.1,A,34.16222222,-117.68166667,CA,,2453553.5,2453553.5
2005,Lightning,14.5,C,43.66194444,-102.83444444,SD,33,2453580.5,2453582.5
2005,Lightning,0.3,B,33.36166667,-108.615,NM,3,2453564.5,2453564.5
2005,Lightning,0.5,B,33.335,-108.67611111,NM,3,2453564.5,2453567.5
2005,Campfire,0.1,A,42.69833333,-112.41888889,ID,5,2453581.5,2453581.5
2005,Lightning,0.8,B,42.53222222,-121.12055556,OR,37,2453573.5,2453573.5
2005,Lightning,0.1,A,33.66638889,-109.0,NM,3,2453564.5,2453565.5
2005,Lightning,0.1,A,35.31694444,-111.42388889,AZ,5,2453518.5,2453518.5
2005,Lightning,0.1,A,35.32805556,-111.44027778,AZ,5,2453518.5,2453518.5
2005,Lightning,0.5,B,33.65222222,-109.0,NM,3,2453565.5,2453566.5
2005,Lightning,0.1,A,35.54722222,-111.20833333,AZ,5,2453518.5,2453518.5
2005,Lightning,1.0,B,33.33777778,-108.72,NM,3,2453566.5,2453568.5
2005,Lightning,0.1,A,35.53083333,-111.41027778,AZ,5,2453518.5,2453518.5
2005,Lightning,0.5,B,39.41277778,-105.14111111,CO,,2453580.5,2453580.5
2005,Lightning,0.75,B,35.46222222,-111.80277778,AZ,5,2453519.5,2453519.5
2005,Lightning,0.1,A,33.00222222,-108.93527778,NM,17,2453566.5,2453567.5
2005,Lightning,0.5,B,39.33805556,-105.17416667,CO,,2453576.5,2453576.5
2005,Lightning,2.0,B,33.66916667,-108.95194444,NM,3,2453567.5,2453573.5
2005,"Equipment Use",0.1,A,34.24222222,-117.85583333,CA,,2453554.5,2453554.5
2005,Lightning,0.5,B,39.2975,-105.05972222,CO,,2453567.5,2453567.5
2005,Lightning,0.25,A,35.25277778,-111.38444444,AZ,5,2453520.5,2453520.5
2005,Lightning,0.1,A,39.29416667,-105.19277778,CO,,2453546.5,2453546.5
2005,Campfire,0.1,A,35.33277778,-111.51305556,AZ,5,2453521.5,2453521.5
2005,Campfire,0.1,A,35.3575,-111.62166667,AZ,5,2453526.5,2453526.5
2005,Miscellaneous,0.1,A,34.22388889,-117.6675,CA,,2453560.5,2453560.5
2005,Campfire,0.1,A,35.34138889,-111.50861111,AZ,5,2453529.5,2453529.5
2005,Lightning,0.1,A,35.32166667,-111.46722222,AZ,5,2453532.5,2453533.5
2005,Lightning,0.5,B,39.34166667,-105.32138889,CO,,2453544.5,2453544.5
2005,Lightning,0.1,A,35.25305556,-111.65861111,AZ,5,2453533.5,2453533.5
2005,"Debris Burning",0.1,A,38.89694444,-120.7825,CA,,2453554.5,2453554.5
2005,Lightning,0.1,A,39.3325,-105.19805556,CO,,2453544.5,2453545.5
2005,Miscellaneous,0.1,A,34.12222222,-117.75055556,CA,,2453571.5,2453571.5
2005,Lightning,0.1,A,39.36277778,-105.21222222,CO,,2453536.5,2453536.5
2005,Lightning,2.0,B,39.48055556,-105.13666667,CO,,2453536.5,2453536.5
2005,Lightning,2.0,B,33.66833333,-108.96861111,NM,3,2453567.5,2453573.5
2005,Lightning,0.1,A,39.3075,-105.13444444,CO,,2453546.5,2453546.5
2005,Lightning,0.1,A,33.28416667,-108.6675,NM,3,2453567.5,2453569.5
2005,Lightning,0.3,B,39.3525,-105.15555556,CO,,2453556.5,2453557.5
2005,Campfire,0.1,A,35.88638889,-118.46111111,CA,,2453518.5,2453518.5
2005,Lightning,0.5,B,39.38333333,-105.29333333,CO,,2453545.5,2453545.5
2005,Miscellaneous,0.1,A,34.25,-117.63666667,CA,,2453567.5,2453567.5
2005,"Debris Burning",0.1,A,35.76805556,-118.43611111,CA,,2453524.5,2453524.5
2005,Lightning,2.0,B,33.61833333,-108.95138889,NM,3,2453569.5,2453573.5
2005,Lightning,0.3,B,33.21888889,-108.0025,NM,3,2453575.5,2453577.5
2005,Miscellaneous,0.1,A,34.16805556,-117.76861111,CA,,2453575.5,2453575.5
2005,Smoking,0.1,A,34.15166667,-117.74361111,CA,,2453579.5,2453579.5
2005,Arson,0.1,A,46.99638889,-114.675,MT,61,2453553.5,2453554.5
2005,"Debris Burning",2.3,B,39.81722222,-120.45111111,CA,63,2453523.5,2453523.5
2005,Campfire,0.1,A,33.92444444,-109.41527778,AZ,1,2453553.5,2453553.5
2005,Campfire,0.1,A,33.87194444,-109.415,AZ,1,2453557.5,2453557.5
2005,Campfire,0.1,A,34.01222222,-109.49805556,AZ,1,2453557.5,2453557.5
2005,Lightning,0.5,B,33.28416667,-108.65083333,NM,3,2453582.5,2453584.5
2005,Campfire,0.1,A,35.1525,-111.80166667,AZ,5,2453537.5,2453537.5
2005,Campfire,0.1,A,35.32388889,-111.52555556,AZ,5,2453539.5,2453539.5
2005,"Debris Burning",7.0,B,48.82305556,-114.98388889,MT,53,2453439.5,2453439.5
2005,"Equipment Use",0.1,A,32.82027778,-116.58972222,CA,,2453404.5,2453404.5
2005,Arson,0.2,A,34.18638889,-117.87138889,CA,,2453584.5,2453584.5
2005,Campfire,0.1,A,35.32388889,-111.52555556,AZ,5,2453539.5,2453539.5
2005,Lightning,3.0,B,35.33,-111.75138889,AZ,5,2453545.5,2453545.5
2005,Miscellaneous,0.1,A,32.73472222,-116.68472222,CA,,2453465.5,2453465.5
2005,Lightning,0.1,A,34.68694444,-119.10805556,CA,,2453574.5,2453574.5
2005,Campfire,0.1,A,34.05833333,-109.55722222,AZ,1,2453554.5,2453554.5
2005,Campfire,0.1,A,35.35361111,-111.49305556,AZ,5,2453549.5,2453549.5
2005,Campfire,0.2,A,35.355,-111.50055556,AZ,5,2453551.5,2453551.5
2005,Campfire,0.1,A,48.34944444,-115.89388889,MT,53,2453513.5,2453513.5
2005,Campfire,0.1,A,33.83388889,-109.49444444,AZ,1,2453557.5,2453557.5
2005,Campfire,0.1,A,34.11083333,-109.56305556,AZ,1,2453561.5,2453561.5
2005,Lightning,0.1,A,39.06666667,-119.81111111,NV,5,2453579.5,2453579.5
2005,"Debris Burning",1.0,B,48.49722222,-115.92222222,MT,53,2453519.5,2453519.5
2005,Campfire,0.1,A,48.53888889,-115.93472222,MT,53,2453525.5,2453525.5
2005,Lightning,0.1,A,39.01972222,-119.8625,NV,5,2453579.5,2453579.5
2005,Campfire,0.1,A,43.8125,-103.59305556,SD,33,2453510.5,2453510.5
2005,"Equipment Use",0.1,A,33.83388889,-109.48583333,AZ,1,2453566.5,2453566.5
2005,Lightning,0.2,A,48.56083333,-115.91138889,MT,53,2453544.5,2453545.5
2005,Lightning,0.9,B,43.72666667,-102.76277778,SD,103,2453582.5,2453582.5
2005,Lightning,0.1,A,36.81472222,-107.21666667,NM,39,2453584.5,2453584.5
2005,Campfire,0.1,A,43.78888889,-103.52777778,SD,33,2453518.5,2453518.5
2005,Campfire,0.1,A,48.35555556,-115.86944444,MT,53,2453553.5,2453553.5
2005,Campfire,0.1,A,48.48222222,-115.85722222,MT,53,2453554.5,2453554.5
2005,Lightning,0.1,A,34.33611111,-110.73305556,AZ,17,2453575.5,2453575.5
2005,Lightning,0.25,A,43.85555556,-103.41666667,SD,33,2453523.5,2453523.5
2005,Campfire,0.1,A,48.35138889,-115.89,MT,53,2453555.5,2453555.5
2005,Miscellaneous,0.5,B,48.43333333,-115.84666667,MT,53,2453555.5,2453555.5
2005,Miscellaneous,0.1,A,29.18805556,-81.88861111,FL,,2453410.5,2453410.5
2005,Miscellaneous,0.25,A,34.41916667,-81.57805556,SC,71,2453440.5,2453440.5
2005,"Debris Burning",1.55,B,34.41805556,-81.50916667,SC,71,2453412.5,2453412.5
2005,Campfire,0.1,A,35.75777778,-105.66194444,NM,47,2453521.5,2453521.5
2005,Campfire,0.1,A,35.67361111,-105.45555556,NM,47,2453525.5,2453525.5
2005,Campfire,0.1,A,35.77,-105.66194444,NM,47,2453525.5,2453525.5
2005,"Debris Burning",0.3,B,48.49694444,-115.91861111,MT,53,2453559.5,2453559.5
2005,Lightning,0.5,B,35.54361111,-105.50138889,NM,47,2453532.5,2453533.5
2005,Campfire,0.1,A,43.77444444,-103.50694444,SD,33,2453526.5,2453526.5
2005,Campfire,0.1,A,48.53777778,-115.93472222,MT,53,2453563.5,2453563.5
2005,Campfire,0.1,A,43.7575,-103.68888889,SD,33,2453526.5,2453526.5
2005,"Debris Burning",0.1,A,38.88916667,-105.41,CO,,2453508.5,2453508.5
2005,Miscellaneous,0.1,A,38.91111111,-105.42416667,CO,,2453513.5,2453513.5
2005,Lightning,0.1,A,34.43583333,-110.98444444,AZ,5,2453564.5,2453564.5
2005,Lightning,0.1,A,43.59638889,-103.56861111,SD,33,2453527.5,2453527.5
2005,Lightning,0.1,A,34.32305556,-110.94861111,AZ,5,2453567.5,2453567.5
2005,Lightning,3.0,B,34.35361111,-110.76111111,AZ,5,2453573.5,2453573.5
2005,"Equipment Use",8.0,B,39.11222222,-122.81666667,CA,,2453576.5,2453576.5
2005,Lightning,0.1,A,43.81805556,-103.58944444,SD,33,2453528.5,2453528.5
2005,"Equipment Use",0.1,A,40.42666667,-121.04944444,CA,,2453572.5,2453572.5
2005,Lightning,0.1,A,43.66333333,-103.58861111,SD,33,2453532.5,2453532.5
2005,Lightning,0.25,A,35.98333333,-106.75,NM,43,2453568.5,2453569.5
2005,Lightning,0.1,A,35.94944444,-106.71555556,NM,43,2453543.5,2453544.5
2005,"Equipment Use",0.1,A,43.82083333,-103.74777778,SD,33,2453543.5,2453543.5
2005,Campfire,3.0,B,36.43333333,-106.95,NM,39,2453547.5,2453549.5
2005,Lightning,0.25,A,36.01833333,-107.02111111,NM,43,2453573.5,2453574.5
2005,Lightning,0.75,B,43.77444444,-103.66722222,SD,33,2453545.5,2453545.5
2005,Lightning,1.0,B,35.98611111,-106.76361111,NM,43,2453568.5,2453570.5
2005,Lightning,1.4,B,43.59916667,-103.70916667,SD,33,2453546.5,2453547.5
2005,Campfire,0.1,A,35.98333333,-106.78333333,NM,43,2453561.5,2453561.5
2005,Campfire,0.1,A,43.75194444,-103.73388889,SD,33,2453554.5,2453554.5
2005,Lightning,0.1,A,38.79083333,-119.85972222,CA,3,2453579.5,2453580.5
2005,Arson,0.1,A,47.55555556,-93.985,MN,61,2453485.5,2453485.5
2005,Arson,0.1,A,47.55916667,-93.98666667,MN,61,2453485.5,2453485.5
2005,Arson,0.1,A,47.56,-93.98805556,MN,61,2453485.5,2453485.5
2005,"Debris Burning",0.1,A,47.50583333,-93.56694444,MN,61,2453494.5,2453494.5
2005,Miscellaneous,0.1,A,47.61277778,-93.67916667,MN,61,2453497.5,2453497.5
2005,Miscellaneous,0.1,A,47.42472222,-94.00527778,MN,61,2453497.5,2453497.5
2005,Campfire,0.1,A,35.29083333,-111.66888889,AZ,5,2453551.5,2453551.5
2005,Campfire,0.1,A,35.33361111,-111.50944444,AZ,5,2453551.5,2453551.5
2005,Arson,0.1,A,47.11777778,-94.50416667,MN,21,2453446.5,2453446.5
2005,Lightning,0.75,B,35.55138889,-105.765,NM,49,2453533.5,2453534.5
2005,Lightning,0.25,A,35.56694444,-105.44555556,NM,47,2453534.5,2453534.5
2005,Miscellaneous,0.1,A,35.27388889,-111.58666667,AZ,5,2453551.5,2453551.5
2005,Lightning,1.0,B,35.70111111,-105.81333333,NM,47,2453534.5,2453535.5
2005,"Debris Burning",0.1,A,47.1175,-94.51,MN,21,2453464.5,2453465.5
2005,Lightning,0.5,B,35.72888889,-105.76111111,NM,47,2453534.5,2453535.5
2005,Campfire,0.1,A,35.33277778,-111.50611111,AZ,5,2453554.5,2453554.5
2005,Miscellaneous,0.3,B,35.33861111,-111.52916667,AZ,5,2453555.5,2453555.5
2005,Campfire,0.1,A,35.335,-111.50416667,AZ,5,2453556.5,2453556.5
2005,Lightning,0.1,A,35.6875,-105.70916667,NM,47,2453534.5,2453535.5
2005,Children,0.1,A,35.29166667,-111.625,AZ,5,2453556.5,2453556.5
2005,Lightning,0.1,A,35.29555556,-105.22861111,NM,47,2453546.5,2453546.5
2005,Lightning,0.25,A,35.81277778,-105.49888889,NM,47,2453548.5,2453549.5
2005,Lightning,0.8,B,35.52888889,-105.63833333,NM,47,2453548.5,2453548.5
2005,Children,0.1,A,35.29166667,-111.625,AZ,5,2453557.5,2453557.5
2005,Lightning,0.1,A,35.60194444,-105.525,NM,47,2453548.5,2453549.5
2005,Lightning,2.0,B,43.61638889,-103.65555556,SD,33,2453575.5,2453576.5
2005,Lightning,0.1,A,44.155,-107.02416667,WY,19,2453542.5,2453543.5
2005,Campfire,0.1,A,44.13555556,-107.48416667,WY,19,2453561.5,2453561.5
2005,Lightning,0.1,A,44.04805556,-107.27944444,WY,43,2453576.5,2453577.5
2005,Lightning,0.1,A,35.74305556,-105.88361111,NM,49,2453531.5,2453531.5
2005,Lightning,1.0,B,43.59361111,-103.6225,SD,33,2453575.5,2453575.5
2005,Lightning,0.1,A,35.67388889,-105.83111111,NM,49,2453542.5,2453543.5
2005,Lightning,1.0,B,44.07583333,-107.30305556,WY,43,2453576.5,2453577.5
2005,Lightning,0.1,A,43.84055556,-103.62638889,SD,33,2453558.5,2453558.5
